"collegeid";"collegename"
"5195";"Canada_8866"
"5196";"Japan_5162"
"5197";"Germany_9288"
"5198";"Canada_4028"
"5199";"India_1949"
"5200";"Germany_9778"
"5201";"France_6249"
"5202";"Germany_3723"
"5203";"Canada_5511"
"5204";"Japan_8205"
"5205";"India_7292"
"5206";"Germany_1707"
"5207";"India_2810"
"5208";"China_2037"
"5209";"Australia_4418"
"5210";"Brazil_2616"
"5211";"Australia_9952"
"5212";"India_3554"
"5213";"Canada_4949"
"5214";"Germany_8061"
"5215";"Japan_9623"
"5216";"Brazil_2299"
"5217";"Australia_2071"
"5218";"Japan_9667"
"5219";"Brazil_3031"
"5220";"Japan_6602"
"5221";"USA_8153"
"5222";"France_5489"
"5223";"China_3915"
"5224";"Australia_6987"
"5225";"Australia_7530"
"5226";"France_8187"
"5227";"Canada_6781"
"5228";"France_1161"
"5229";"Australia_6033"
"5230";"Brazil_5179"
"5231";"Brazil_8117"
"5232";"Germany_8616"
"5233";"UK_9659"
"5234";"USA_6972"
"5235";"UK_9551"
"5236";"China_1723"
"5237";"India_9775"
"5238";"China_8230"
"5239";"China_5390"
"5240";"USA_1354"
"5241";"Brazil_4226"
"5242";"USA_5115"
"5243";"UK_5160"
"5244";"Germany_6998"
"5245";"USA_5539"
"5246";"Canada_6253"
"5247";"Canada_5960"
"5248";"UK_2970"
"5249";"USA_2797"
"5250";"Germany_8423"
"5251";"Japan_8873"
"5252";"Australia_2777"
"5253";"Brazil_8904"
"5254";"China_9199"
"5255";"Germany_4651"
"5256";"China_5584"
"5257";"Australia_1244"
"5258";"Canada_9390"
"5259";"India_5222"
"5260";"USA_5718"
"5261";"India_7639"
"5262";"France_3679"
"5263";"UK_1167"
"5264";"USA_7060"
"5265";"UK_6644"
"5266";"Australia_8692"
"5267";"Canada_6364"
"5268";"Canada_6697"
"5269";"Australia_6963"
"5270";"Australia_9029"
"5271";"Australia_9891"
"5272";"UK_7678"
"5273";"Brazil_2858"
"5274";"Australia_3205"
"5275";"USA_8173"
"5276";"Japan_9445"
"5277";"Japan_6909"
"5278";"USA_1268"
"5279";"France_6923"
"5280";"Japan_3128"
"5281";"Canada_6122"
"5282";"India_7182"
"5283";"USA_9357"
"5284";"India_5156"
"5285";"USA_4752"
"5286";"Japan_7883"
"5287";"India_8024"
"5288";"Brazil_9506"
"5289";"USA_9406"
"5290";"Canada_3160"
"5291";"France_2397"
"5292";"India_8101"
"5293";"China_6348"
"5294";"France_2704"
"5295";"USA_3250"
"5296";"China_1415"
"5297";"UK_6634"
"5298";"Canada_5316"
"5299";"France_5308"
"5300";"Japan_8020"
"5301";"UK_5603"
"5302";"Japan_7292"
"5303";"France_7129"
"5304";"China_6816"
"5305";"India_2359"
"5306";"China_1484"
"5307";"USA_6972"
"5308";"Brazil_2105"
"5309";"USA_4265"
"5310";"Australia_8084"
"5311";"Brazil_7211"
"5312";"India_1265"
"5313";"India_4147"
"5314";"Germany_4403"
"5315";"Germany_1335"
"5316";"Brazil_3751"
"5317";"Brazil_5257"
"5318";"China_3133"
"5319";"UK_3218"
"5320";"Canada_5945"
"5321";"UK_2999"
"5322";"USA_3481"
"5323";"Brazil_3152"
"5324";"China_1561"
"5325";"India_1292"
"5326";"India_1515"
"5327";"USA_8151"
"5328";"Australia_6235"
"5329";"China_9122"
"5330";"Australia_9196"
"5331";"France_2631"
"5332";"USA_3232"
"5333";"China_1724"
"5334";"USA_3686"
"5335";"USA_9518"
"5336";"Canada_3671"
"5337";"Brazil_2097"
"5338";"Canada_6805"
"5339";"Japan_2422"
"5340";"UK_2784"
"5341";"USA_4104"
"5342";"USA_7927"
"5343";"Australia_5687"
"5344";"France_9704"
"5345";"Australia_7198"
"5346";"Germany_4440"
"5347";"Germany_1584"
"5348";"UK_8137"
"5349";"UK_5348"
"5350";"Germany_1378"
"5351";"China_5056"
"5352";"USA_2674"
"5353";"Japan_5307"
"5354";"France_4763"
"5355";"Australia_6749"
"5356";"India_4369"
"5357";"Japan_4265"
"5358";"China_5723"
"5359";"Germany_7351"
"5360";"USA_7161"
"5361";"UK_6913"
"5362";"Germany_3895"
"5363";"Canada_2801"
"5364";"Australia_9171"
"5365";"Japan_5043"
"5366";"Australia_4288"
"5367";"China_9078"
"5368";"India_7895"
"5369";"France_5311"
"5370";"China_2866"
"5371";"Brazil_6660"
"5372";"France_1750"
"5373";"Japan_9313"
"5374";"China_8208"
"5375";"Brazil_9134"
"5376";"UK_9675"
"5377";"India_2619"
"5378";"Brazil_7694"
"5379";"USA_5621"
"5380";"USA_1552"
"5381";"UK_5905"
"5382";"Brazil_8225"
"5383";"Australia_4143"
"5384";"Japan_4688"
"5385";"UK_6793"
"5386";"Canada_5884"
"5387";"Brazil_5665"
"5388";"USA_9680"
"5389";"France_6944"
"5390";"China_8813"
"5391";"India_5966"
"5392";"Japan_7041"
"5393";"Australia_8083"
"5394";"Brazil_9213"
"5395";"UK_3297"
"5396";"Canada_6734"
"5397";"Australia_8270"
"5398";"India_6531"
"5399";"India_4666"
"5400";"Brazil_2879"
"5401";"Australia_3720"
"5402";"Australia_8761"
"5403";"Canada_6986"
"5404";"France_8898"
"5405";"Japan_7190"
"5406";"Germany_2534"
"5407";"France_1434"
"5408";"China_4453"
"5409";"Brazil_8699"
"5410";"Brazil_8204"
"5411";"Australia_5589"
"5412";"Germany_5355"
"5413";"Canada_6445"
"5414";"Australia_2272"
"5415";"France_3159"
"5416";"Japan_3577"
"5417";"Japan_3534"
"5418";"France_7952"
"5419";"Canada_2297"
"5420";"Brazil_8074"
"5421";"Australia_6736"
"5422";"UK_1328"
"5423";"Canada_9602"
"5424";"USA_8494"
"5425";"China_2980"
"5426";"Brazil_7174"
"5427";"Brazil_1490"
"5428";"Brazil_8744"
"5429";"Brazil_8725"
"5430";"Japan_6096"
"5431";"UK_1297"
"5432";"Australia_5781"
"5433";"Japan_8170"
"5434";"UK_4213"
"5435";"UK_6515"
"5436";"Canada_4878"
"5437";"Australia_7054"
"5438";"USA_9123"
"5439";"UK_1855"
"5440";"France_7136"
"5441";"Japan_1901"
"5442";"Japan_7891"
"5443";"UK_6830"
"5444";"Canada_4759"
"5445";"Canada_1947"
"5446";"China_3165"
"5447";"India_6620"
"5448";"UK_7299"
"5449";"China_7107"
"5450";"USA_6353"
"5451";"France_2746"
"5452";"USA_4010"
"5453";"USA_6474"
"5454";"Japan_5930"
"5455";"China_9413"
"5456";"France_8475"
"5457";"France_4312"
"5458";"USA_5653"
"5459";"Canada_5609"
"5460";"UK_1696"
"5461";"Japan_8741"
"5462";"Germany_6832"
"5463";"UK_6131"
"5464";"USA_1012"
"5465";"France_9056"
"5466";"China_9952"
"5467";"China_8598"
"5468";"UK_1793"
"5469";"Japan_1693"
"5470";"Australia_7033"
"5471";"Canada_1402"
"5472";"France_8348"
"5473";"Australia_2002"
"5474";"Japan_7916"
"5475";"UK_6384"
"5476";"India_5066"
"5477";"USA_2796"
"5478";"Japan_7538"
"5479";"Japan_1069"
"5480";"USA_6464"
"5481";"Japan_5208"
"5482";"Australia_4774"
"5483";"India_7833"
"5484";"China_6870"
"5485";"UK_6029"
"5486";"India_7737"
"5487";"Germany_2740"
"5488";"France_9435"
"5489";"USA_1606"
"5490";"Brazil_8608"
"5491";"China_5105"
"5492";"Brazil_1523"
"5493";"Japan_9999"
"5494";"India_5285"
"5495";"India_1422"
"5496";"UK_6450"
"5497";"USA_1769"
"5498";"Brazil_2569"
"5499";"Canada_5898"
"5500";"India_7937"
"5501";"Japan_7736"
"5502";"UK_3546"
"5503";"Japan_6764"
"5504";"USA_6598"
"5505";"China_1493"
"5506";"UK_4995"
"5507";"Germany_9470"
"5508";"Australia_8987"
"5509";"Germany_4519"
"5510";"China_4979"
"5511";"India_8942"
"5512";"Canada_8093"
"5513";"India_1300"
"5514";"UK_5863"
"5515";"UK_9699"
"5516";"India_5525"
"5517";"Canada_8689"
"5518";"Germany_7376"
"5519";"USA_7943"
"5520";"Australia_3542"
"5521";"Germany_4804"
"5522";"China_5415"
"5523";"USA_5645"
"5524";"UK_4527"
"5525";"UK_8206"
"5526";"India_7188"
"5527";"Australia_8709"
"5528";"USA_1787"
"5529";"India_9570"
"5530";"Japan_3757"
"5531";"Japan_3251"
"5532";"Australia_9960"
"5533";"UK_6995"
"5534";"France_7258"
"5535";"Brazil_2958"
"5536";"France_8891"
"5537";"Brazil_7307"
"5538";"UK_4815"
"5539";"Germany_7727"
"5540";"France_4475"
"5541";"Australia_6485"
"5542";"UK_1942"
"5543";"France_5531"
"5544";"Brazil_6626"
"5545";"Japan_4113"
"5546";"China_9523"
"5547";"Australia_8931"
"5548";"Australia_2985"
"5549";"UK_3340"
"5550";"Australia_9608"
"5551";"China_8498"
"5552";"UK_2996"
"5553";"Canada_7445"
"5554";"China_6494"
"5555";"China_2378"
"5556";"Australia_4741"
"5557";"UK_5678"
"5558";"China_2221"
"5559";"Germany_9099"
"5560";"USA_8894"
"5561";"India_6102"
"5562";"China_8893"
"5563";"Canada_6049"
"5564";"India_7896"
"5565";"France_5583"
"5566";"Brazil_8021"
"5567";"Australia_3159"
"5568";"Canada_5828"
"5569";"UK_1312"
"5570";"Australia_8478"
"5571";"UK_5272"
"5572";"Australia_5880"
"5573";"France_1276"
"5574";"France_7327"
"5575";"Brazil_1727"
"5576";"Brazil_2881"
"5577";"Australia_3201"
"5578";"USA_7897"
"5579";"France_4242"
"5580";"Canada_9531"
"5581";"USA_7923"
"5582";"Germany_1749"
"5583";"UK_6940"
"5584";"Australia_8117"
"5585";"Brazil_1767"
"5586";"China_5518"
"5587";"Canada_7939"
"5588";"India_2193"
"5589";"Australia_6214"
"5590";"China_8332"
"5591";"UK_3379"
"5592";"Germany_7231"
"5593";"UK_7975"
"5594";"UK_5456"
"5595";"France_4895"
"5596";"Germany_7905"
"5597";"France_7137"
"5598";"Japan_1458"
"5599";"Australia_8481"
"5600";"UK_4020"
"5601";"China_9058"
"5602";"USA_9920"
"5603";"France_7966"
"5604";"Canada_8079"
"5605";"Canada_9811"
"5606";"India_5706"
"5607";"Australia_2116"
"5608";"Japan_6848"
"5609";"Germany_3068"
"5610";"Brazil_5676"
"5611";"India_8227"
"5612";"China_6238"
"5613";"France_8480"
"5614";"Japan_5980"
"5615";"UK_1310"
"5616";"Australia_7080"
"5617";"Australia_5728"
"5618";"Japan_9127"
"5619";"Germany_4855"
"5620";"Brazil_1106"
"5621";"Germany_4333"
"5622";"Germany_9369"
"5623";"Germany_4016"
"5624";"Germany_9988"
"5625";"China_9633"
"5626";"Germany_3131"
"5627";"UK_8801"
"5628";"France_4036"
"5629";"UK_6487"
"5630";"Canada_5927"
"5631";"UK_9242"
"5632";"Brazil_5255"
"5633";"Brazil_7670"
"5634";"Canada_8439"
"5635";"France_1314"
"5636";"Japan_3017"
"5637";"USA_9504"
"5638";"Australia_9421"
"5639";"Japan_3470"
"5640";"France_8142"
"5641";"Australia_6481"
"5642";"Brazil_4857"
"5643";"France_6964"
"5644";"France_7607"
"5645";"India_9860"
"5646";"Brazil_1888"
"5647";"India_1129"
"5648";"Brazil_4470"
"5649";"Canada_2762"
"5650";"USA_3262"
"5651";"China_1129"
"5652";"Brazil_1103"
"5653";"Japan_1794"
"5654";"France_6163"
"5655";"USA_1962"
"5656";"India_8805"
"5657";"Canada_5648"
"5658";"UK_1073"
"5659";"Australia_5564"
"5660";"Japan_6069"
"5661";"UK_2231"
"5662";"China_5768"
"5663";"Canada_8522"
"5664";"Australia_2005"
"5665";"France_6407"
"5666";"Canada_4698"
"5667";"Australia_4609"
"5668";"India_9292"
"5669";"France_9071"
"5670";"Brazil_7732"
"5671";"India_2273"
"5672";"Germany_9605"
"5673";"Australia_9048"
"5674";"Germany_4469"
"5675";"Japan_3482"
"5676";"Australia_7937"
"5677";"Brazil_2472"
"5678";"USA_2545"
"5679";"Germany_8109"
"5680";"France_5178"
"5681";"Japan_7407"
"5682";"Japan_4131"
"5683";"Japan_2835"
"5684";"India_7687"
"5685";"France_3534"
"5686";"UK_6977"
"5687";"Japan_1762"
"5688";"France_6693"
"5689";"Germany_3311"
"5690";"UK_2683"
"5691";"UK_3180"
"5692";"Australia_9282"
"5693";"Japan_3744"
"5694";"Japan_5608"
"5695";"France_9850"
"5696";"Germany_1685"
"5697";"USA_6376"
"5698";"Germany_6981"
"5699";"Brazil_3262"
"5700";"China_8154"
"5701";"Brazil_8575"
"5702";"Japan_8542"
"5703";"USA_4128"
"5704";"Canada_1554"
"5705";"Japan_1378"
"5706";"Canada_3209"
"5707";"Germany_3562"
"5708";"Canada_2814"
"5709";"Australia_3406"
"5710";"Canada_3385"
"5711";"Japan_6676"
"5712";"India_6372"
"5713";"Japan_6983"
"5714";"Canada_3345"
"5715";"France_9703"
"5716";"USA_1259"
"5717";"France_8601"
"5718";"Germany_8091"
"5719";"France_4321"
"5720";"Canada_9278"
"5721";"UK_2402"
"5722";"Brazil_7139"
"5723";"UK_6025"
"5724";"India_5227"
"5725";"Canada_9093"
"5726";"China_8726"
"5727";"USA_2964"
"5728";"Japan_4784"
"5729";"Canada_1226"
"5730";"Australia_7234"
"5731";"Germany_9428"
"5732";"Germany_6032"
"5733";"Australia_2762"
"5734";"Brazil_7191"
"5735";"Brazil_3779"
"5736";"UK_7091"
"5737";"Japan_1728"
"5738";"France_5009"
"5739";"Japan_7619"
"5740";"Brazil_9684"
"5741";"Australia_7439"
"5742";"Japan_9192"
"5743";"China_8690"
"5744";"USA_1397"
"5745";"Brazil_2329"
"5746";"USA_4691"
"5747";"France_5175"
"5748";"China_2104"
"5749";"France_2408"
"5750";"Canada_8828"
"5751";"France_2060"
"5752";"UK_4692"
"5753";"USA_7615"
"5754";"India_3458"
"5755";"India_6180"
"5756";"Japan_5298"
"5757";"Germany_9052"
"5758";"India_7305"
"5759";"Canada_3327"
"5760";"Germany_6468"
"5761";"Japan_2953"
"5762";"Canada_6896"
"5763";"Germany_5452"
"5764";"UK_5528"
"5765";"France_1975"
"5766";"UK_5772"
"5767";"China_1901"
"5768";"Canada_2166"
"5769";"China_6063"
"5770";"Germany_5697"
"5771";"Canada_8678"
"5772";"Germany_5608"
"5773";"Australia_1453"
"5774";"Canada_4137"
"5775";"Brazil_2528"
"5776";"Australia_1803"
"5777";"Germany_2517"
"5778";"Australia_4606"
"5779";"Brazil_1869"
"5780";"UK_3058"
"5781";"Germany_5285"
"5782";"India_9896"
"5783";"Japan_5467"
"5784";"Germany_5821"
"5785";"Germany_7393"
"5786";"USA_7087"
"5787";"Brazil_5121"
"5788";"France_6519"
"5789";"Canada_5783"
"5790";"Brazil_6201"
"5791";"Australia_2773"
"5792";"Brazil_5884"
"5793";"Canada_5845"
"5794";"UK_4095"
"5795";"China_7208"
"5796";"Canada_1093"
"5797";"Germany_9899"
"5798";"China_7246"
"5799";"Canada_3584"
"5800";"Japan_2887"
"5801";"Canada_4607"
"5802";"Australia_7556"
"5803";"Germany_3109"
"5804";"China_9069"
"5805";"Australia_9329"
"5806";"Japan_5643"
"5807";"Japan_5249"
"5808";"France_3957"
"5809";"UK_9945"
"5810";"UK_9344"
"5811";"Japan_7030"
"5812";"Canada_4490"
"5813";"USA_4044"
"5814";"Australia_9438"
"5815";"France_7925"
"5816";"Canada_2629"
"5817";"India_5632"
"5818";"France_2350"
"5819";"USA_2968"
"5820";"Japan_8253"
"5821";"UK_4104"
"5822";"Brazil_3701"
"5823";"Brazil_6387"
"5824";"Canada_7047"
"5825";"Germany_4411"
"5826";"Germany_2396"
"5827";"Germany_5824"
"5828";"Germany_8099"
"5829";"France_2462"
"5830";"Canada_9888"
"5831";"India_3727"
"5832";"Australia_8831"
"5833";"Canada_8255"
"5834";"USA_5362"
"5835";"Brazil_9582"
"5836";"USA_7809"
"5837";"Germany_8133"
"5838";"China_3261"
"5839";"India_6755"
"5840";"UK_9013"
"5841";"France_2443"
"5842";"USA_1314"
"5843";"Brazil_2975"
"5844";"France_8714"
"5845";"China_3796"
"5846";"Canada_2707"
"5847";"Canada_8262"
"5848";"Canada_6615"
"5849";"Germany_6343"
"5850";"Germany_6974"
"5851";"Brazil_3434"
"5852";"China_2481"
"5853";"Germany_7242"
"5854";"USA_7275"
"5855";"India_1045"
"5856";"UK_8384"
"5857";"Canada_5905"
"5858";"USA_9741"
"5859";"Germany_5939"
"5860";"Canada_7184"
"5861";"Japan_2054"
"5862";"Japan_1378"
"5863";"USA_7700"
"5864";"USA_7896"
"5865";"Canada_8737"
"5866";"Japan_4939"
"5867";"Australia_6217"
"5868";"China_1675"
"5869";"India_2874"
"5870";"China_3540"
"5871";"India_5392"
"5872";"Canada_7603"
"5873";"UK_5938"
"5874";"Brazil_8390"
"5875";"Germany_6978"
"5876";"India_3080"
"5877";"India_4720"
"5878";"India_7962"
"5879";"Brazil_9812"
"5880";"Australia_6778"
"5881";"Canada_4473"
"5882";"USA_6000"
"5883";"Australia_1735"
"5884";"Australia_5978"
"5885";"Japan_7974"
"5886";"Brazil_7708"
"5887";"Canada_2696"
"5888";"India_8854"
"5889";"USA_8970"
"5890";"USA_9744"
"5891";"Germany_5404"
"5892";"India_5980"
"5893";"China_1987"
"5894";"Canada_1932"
"5895";"Japan_9827"
"5896";"UK_7341"
"5897";"China_6035"
"5898";"France_3593"
"5899";"Japan_4969"
"5900";"Canada_8069"
"5901";"Canada_9604"
"5902";"UK_1856"
"5903";"Germany_2827"
"5904";"France_1011"
"5905";"Germany_2778"
"5906";"Japan_7690"
"5907";"China_4110"
"5908";"France_8889"
"5909";"Japan_5905"
"5910";"Brazil_5199"
"5911";"Brazil_9632"
"5912";"USA_1228"
"5913";"France_8655"
"5914";"Germany_9389"
"5915";"USA_1494"
"5916";"China_6897"
"5917";"UK_9606"
"5918";"Brazil_3444"
"5919";"Brazil_5993"
"5920";"USA_1877"
"5921";"India_8737"
"5922";"Canada_5106"
"5923";"Japan_9385"
"5924";"Japan_6357"
"5925";"UK_9336"
"5926";"Brazil_3172"
"5927";"China_3250"
"5928";"Brazil_6203"
"5929";"Canada_7610"
"5930";"China_7768"
"5931";"Australia_7111"
"5932";"Canada_2206"
"5933";"UK_4913"
"5934";"Canada_1494"
"5935";"Germany_2185"
"5936";"Canada_1064"
"5937";"USA_9565"
"5938";"USA_1154"
"5939";"France_7851"
"5940";"USA_3789"
"5941";"USA_1331"
"5942";"Japan_9190"
"5943";"China_9636"
"5944";"France_1386"
"5945";"Germany_2611"
"5946";"France_1146"
"5947";"France_7285"
"5948";"Brazil_2095"
"5949";"India_1239"
"5950";"Brazil_4702"
"5951";"Australia_6193"
"5952";"China_3342"
"5953";"UK_7775"
"5954";"India_9654"
"5955";"Japan_5455"
"5956";"Germany_7761"
"5957";"Germany_8375"
"5958";"Brazil_8282"
"5959";"Germany_9977"
"5960";"France_7031"
"5961";"China_7805"
"5962";"France_4010"
"5963";"USA_5963"
"5964";"Germany_5201"
"5965";"India_9154"
"5966";"Australia_1127"
"5967";"India_2022"
"5968";"Germany_1277"
"5969";"China_6067"
"5970";"Japan_4788"
"5971";"Canada_9368"
"5972";"UK_8900"
"5973";"France_3798"
"5974";"China_1072"
"5975";"Japan_4189"
"5976";"China_6954"
"5977";"India_4418"
"5978";"Japan_3365"
"5979";"Canada_6182"
"5980";"India_6180"
"5981";"Japan_7783"
"5982";"Japan_2267"
"5983";"Japan_9024"
"5984";"Germany_7062"
"5985";"UK_7960"
"5986";"UK_6681"
"5987";"USA_1304"
"5988";"Japan_9659"
"5989";"UK_9778"
"5990";"UK_8869"
"5991";"Germany_8508"
"5992";"Japan_9828"
"5993";"Brazil_2159"
"5994";"Canada_6583"
"5995";"Germany_6644"
"5996";"Japan_3997"
"5997";"China_7146"
"5998";"Canada_9815"
"5999";"Canada_5165"
"6000";"Germany_9806"
"6001";"Germany_4839"
"6002";"China_3696"
"6003";"Australia_8667"
"6004";"Canada_5425"
"6005";"Brazil_7077"
"6006";"Brazil_4635"
"6007";"Australia_6387"
"6008";"UK_7631"
"6009";"UK_6516"
"6010";"USA_1135"
"6011";"France_7914"
"6012";"USA_5158"
"6013";"Brazil_8778"
"6014";"China_3359"
"6015";"UK_2833"
"6016";"India_5599"
"6017";"Germany_8893"
"6018";"UK_1585"
"6019";"France_4076"
"6020";"USA_9185"
"6021";"UK_2841"
"6022";"India_7309"
"6023";"Australia_5317"
"6024";"Germany_8237"
"6025";"Japan_9659"
"6026";"China_1388"
"6027";"Brazil_2447"
"6028";"Canada_7000"
"6029";"Japan_2985"
"6030";"USA_2723"
"6031";"Germany_6879"
"6032";"UK_7194"
"6033";"Japan_2783"
"6034";"India_6140"
"6035";"China_1613"
"6036";"India_2390"
"6037";"France_3897"
"6038";"UK_7545"
"6039";"Brazil_9279"
"6040";"USA_9407"
"6041";"Canada_5225"
"6042";"France_5621"
"6043";"Brazil_5769"
"6044";"Canada_5037"
"6045";"Japan_7790"
"6046";"UK_3683"
"6047";"China_8877"
"6048";"USA_9524"
"6049";"Australia_2068"
"6050";"Germany_7586"
"6051";"Germany_8518"
"6052";"UK_3583"
"6053";"France_9412"
"6054";"UK_2590"
"6055";"Brazil_9514"
"6056";"India_4461"
"6057";"China_8129"
"6058";"France_6315"
"6059";"USA_1833"
"6060";"UK_4995"
"6061";"Australia_6412"
"6062";"Brazil_4876"
"6063";"Japan_7946"
"6064";"India_8093"
"6065";"Brazil_1259"
"6066";"France_5087"
"6067";"China_4324"
"6068";"Japan_9380"
"6069";"Brazil_4305"
"6070";"Australia_6386"
"6071";"UK_1582"
"6072";"Germany_8600"
"6073";"UK_5168"
"6074";"Australia_2793"
"6075";"India_6566"
"6076";"UK_9623"
"6077";"UK_6752"
"6078";"Germany_5682"
"6079";"USA_2186"
"6080";"Canada_8402"
"6081";"Australia_4962"
"6082";"India_9659"
"6083";"Japan_3881"
"6084";"Japan_4812"
"6085";"India_2499"
"6086";"France_4175"
"6087";"India_2836"
"6088";"Brazil_7313"
"6089";"UK_5427"
"6090";"China_1293"
"6091";"India_2739"
"6092";"China_4411"
"6093";"France_5164"
"6094";"China_4420"
"6095";"Japan_1507"
"6096";"Australia_6855"
"6097";"USA_8691"
"6098";"China_4430"
"6099";"France_5951"
"6100";"USA_1209"
"6101";"China_5417"
"6102";"Australia_2038"
"6103";"Japan_7973"
"6104";"India_7160"
"6105";"Germany_1280"
"6106";"UK_4881"
"6107";"Germany_9217"
"6108";"Canada_5211"
"6109";"Japan_7049"
"6110";"France_6035"
"6111";"Canada_6240"
"6112";"USA_1248"
"6113";"Japan_3551"
"6114";"Australia_2250"
"6115";"France_1801"
"6116";"UK_4964"
"6117";"Australia_6113"
"6118";"China_8469"
"6119";"India_6901"
"6120";"USA_9900"
"6121";"Australia_8997"
"6122";"Australia_9844"
"6123";"UK_7072"
"6124";"France_9777"
"6125";"India_5115"
"6126";"India_9191"
"6127";"Australia_2602"
"6128";"China_2717"
"6129";"China_1204"
"6130";"UK_7435"
"6131";"China_4424"
"6132";"China_8153"
"6133";"Japan_7089"
"6134";"France_7318"
"6135";"Brazil_3245"
"6136";"Japan_4794"
"6137";"Canada_7887"
"6138";"Canada_7708"
"6139";"USA_3471"
"6140";"India_5590"
"6141";"Australia_2965"
"6142";"India_6026"
"6143";"Japan_6812"
"6144";"Canada_3201"
"6145";"France_8513"
"6146";"Japan_6936"
"6147";"Australia_1176"
"6148";"Brazil_4917"
"6149";"Germany_1846"
"6150";"India_8825"
"6151";"Canada_7069"
"6152";"Japan_9895"
"6153";"USA_7378"
"6154";"USA_6127"
"6155";"Germany_5016"
"6156";"UK_4169"
"6157";"UK_7069"
"6158";"France_6794"
"6159";"Japan_2462"
"6160";"UK_3643"
"6161";"France_2056"
"6162";"China_6281"
"6163";"France_1842"
"6164";"China_5466"
"6165";"Canada_6286"
"6166";"Canada_7235"
"6167";"France_8900"
"6168";"Japan_4993"
"6169";"Australia_5763"
"6170";"France_1564"
"6171";"China_4857"
"6172";"UK_6215"
"6173";"UK_2380"
"6174";"Brazil_7287"
"6175";"UK_9033"
"6176";"Germany_7051"
"6177";"UK_7670"
"6178";"Brazil_1275"
"6179";"Japan_9207"
"6180";"China_1464"
"6181";"UK_7961"
"6182";"UK_3078"
"6183";"Germany_4835"
"6184";"Brazil_1162"
"6185";"France_5566"
"6186";"India_5301"
"6187";"Australia_5624"
"6188";"Germany_5149"
"6189";"USA_2225"
"6190";"Australia_4941"
"6191";"India_1855"
"6192";"Canada_8786"
"6193";"Japan_6245"
"6194";"India_3588"
"6195";"Germany_2975"
"6196";"Brazil_6233"
"6197";"Australia_1657"
"6198";"Canada_2387"
"6199";"UK_3448"
"6200";"France_8038"
"6201";"Australia_4697"
"6202";"UK_7894"
"6203";"Brazil_8729"
"6204";"China_4808"
"6205";"China_3793"
"6206";"Germany_1802"
"6207";"Canada_9096"
"6208";"China_3610"
"6209";"India_4739"
"6210";"UK_3547"
"6211";"Japan_6752"
"6212";"USA_6370"
"6213";"Japan_6269"
"6214";"UK_7789"
"6215";"India_1579"
"6216";"USA_4893"
"6217";"China_6757"
"6218";"Brazil_3362"
"6219";"Brazil_3061"
"6220";"China_9900"
"6221";"China_7555"
"6222";"Germany_9460"
"6223";"Germany_3746"
"6224";"Canada_4042"
"6225";"UK_7082"
"6226";"France_8188"
"6227";"Canada_1835"
"6228";"France_6180"
"6229";"USA_1911"
"6230";"India_7684"
"6231";"Japan_2802"
"6232";"UK_2089"
"6233";"China_5471"
"6234";"USA_4159"
"6235";"Canada_2779"
"6236";"Canada_6374"
"6237";"Canada_6104"
"6238";"India_4618"
"6239";"UK_5812"
"6240";"Brazil_5870"
"6241";"Canada_5225"
"6242";"Japan_1443"
"6243";"USA_7397"
"6244";"India_1569"
"6245";"USA_8242"
"6246";"Germany_7473"
"6247";"Australia_4811"
"6248";"USA_6153"
"6249";"Australia_1616"
"6250";"Canada_2332"
"6251";"UK_2773"
"6252";"Canada_4710"
"6253";"Germany_1527"
"6254";"UK_4639"
"6255";"Canada_2390"
"6256";"UK_3676"
"6257";"Japan_3339"
"6258";"Germany_3358"
"6259";"India_6763"
"6260";"UK_8271"
"6261";"Canada_6291"
"6262";"Australia_9103"
"6263";"France_8334"
"6264";"France_4425"
"6265";"Canada_9073"
"6266";"Brazil_6561"
"6267";"France_7002"
"6268";"Brazil_1990"
"6269";"India_1801"
"6270";"USA_7312"
"6271";"UK_5728"
"6272";"Brazil_7020"
"6273";"China_9837"
"6274";"France_6724"
"6275";"Japan_3231"
"6276";"Australia_9881"
"6277";"Brazil_5662"
"6278";"UK_9648"
"6279";"India_6367"
"6280";"Japan_7150"
"6281";"Australia_6545"
"6282";"India_6006"
"6283";"France_1221"
"6284";"France_5140"
"6285";"China_5675"
"6286";"Canada_7578"
"6287";"Brazil_2903"
"6288";"Germany_4971"
"6289";"UK_5322"
"6290";"France_2383"
"6291";"Canada_6383"
"6292";"Australia_9830"
"6293";"Brazil_3336"
"6294";"China_1914"
"6295";"USA_6349"
"6296";"Germany_4417"
"6297";"Japan_8781"
"6298";"France_1089"
"6299";"Germany_4668"
"6300";"France_6889"
"6301";"France_7894"
"6302";"USA_6985"
"6303";"China_7679"
"6304";"Germany_2036"
"6305";"USA_5582"
"6306";"India_6740"
"6307";"India_5821"
"6308";"Germany_4938"
"6309";"UK_5438"
"6310";"France_4892"
"6311";"Germany_8017"
"6312";"Japan_9286"
"6313";"Japan_5285"
"6314";"Germany_7852"
"6315";"Germany_2628"
"6316";"Germany_6260"
"6317";"Japan_5297"
"6318";"Germany_8300"
"6319";"China_2042"
"6320";"Germany_9099"
"6321";"USA_1503"
"6322";"Brazil_9678"
"6323";"Australia_8361"
"6324";"India_8764"
"6325";"USA_1278"
"6326";"China_8411"
"6327";"China_4308"
"6328";"France_6151"
"6329";"Canada_6104"
